,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
178190,2.02E+16,2017,8,18,,0,,185,Spain,8,Western Europe,Catalonia,Cambrils,41.066675,1.060361,1,0,,"08/18/2017: Five assailants rammed a vehicle into a crowd of pedestrians in Cambrils, Catalonia, Spain. The assailants, wearing fake explosives-laden belts, then exited the vehicle and attacked nearby civilians with knives. One person was killed and six people, including a police officer, were injured in the assault before all five assailants were shot and killed by police. This was one of three coordinated attacks in Catalonia within 24 hours. Authorities identified the assailants as Muslim extremists. The Islamic State of Iraq and the Levant (ISIL) claimed that the attack was carried out in an effort to target countries participating in the United States-led coalition against the group; however, the veracity of this claim could not be verified.",1,1,1,0,,,1,1,1,2,Armed Assault,,,,,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,185,Spain,,,,,,,,,,,,,,,,,Muslim extremists,,,,,,,0,,,1,5,0,0,,,,,,,,,,9,Melee,23,Knife or Other Sharp Object,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,7,Fake Weapons,,,,,,,"A black Audi A3, knives, and fake suicide belts were used in the attack.",6,0,5,6,0,0,-9,,,,,0,,,,,,,,,,,,,,,,The victims included Spanish civilian Ana Maria Suarez.,"""Barcelona attacks: What we know so far,"" BBC, August 21, 2017.","""Spain attacks: Isis claims responsibility for Cambrils car rampage after Barcelona atrocity; Authorities say terror cell now 'dismantled',"" The Independent, August 19, 2017.","""Spanish police foil second attack in Cambrils, hours after Las Ramblas incident,"" RTE Online, August 18, 2017.",START Primary Collection,-9,-9,0,-9,"201708170002, 201708170003, 201708180003"
179161,2.02E+16,2017,9,20,,0,,603,United Kingdom,8,Western Europe,England,Leicester,52.66646,-1.151906,1,0,The incident occurred at the junction of Butterwick Drive and Acer Close in the Beaumont Leys neighborhood.,"09/20/2017: An assailant attempted to kill two people, a Somali woman and a 12-year-old Somali girl, by intentionally running into them with his vehicle at the junction of Butterwick Drive and Acer Close in Beaumont Leys, Leicester, England, United Kingdom. The driver first ran into and seriously injured the woman, and then attempted to run into the girl, who was uninjured. No group claimed responsibility for the incident; however, authorities arrested Paul Moore, identified as an anti-Muslim extremist.",1,1,1,0,,,0,1,0,8,Unarmed Assault,,,,,14,Private Citizens & Property,69,Religion Identified,Not Applicable,Muslim Civilians,182,Somalia,,,,,,,,,,,,,,,,,Anti-Muslim extremists,,,,,,"The specific motive is unknown; however, sources posited that the attack was carried out in retaliation for the Parson Green tube bombing.",0,,,1,1,1,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,A Volkswagen Up was used in the attack.,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,,,The victims included Zaynab Hussein.,"""Paul Moore jailed for Leicester hate crime car attack,"" BBC, March 27, 2018.","""Man 'deliberately drove' at Muslim woman days after Parsons Green terror attack, court hears,"" The Telegraph, February 27, 2018.","""Muslim woman hit by car in Leicester was hate crime victim, police say,"" The Guardian, October 27, 2017.",START Primary Collection,-9,-9,1,1,
180733,2.02E+16,2017,11,17,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Alon Shvut,31.650626,35.138346,1,1,The incident occurred between the Gush Etzion junction and Efrat Junction.,"11/17/2017: An assailant drove his vehicle into Israeli citizens and attempted to stab Israeli soldiers between Gush Etzion junction and Efrat Junction, Alon Shvut, West Bank, West Bank and Gaza Strip. Two Israeli citizens, Ezer Holaring and David Ramati, were injured, along with the assailant. No group claimed responsibility; however, sources attributed the attack to Ezzedin Karaja, a Palestinian extremist.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Palestinian National Security Forces (NSF),Soldiers,155,West Bank and Gaza Strip,14,Private Citizens & Property,71,Race/Ethnicity Identified,Not Applicable,Israeli Civilians: Ezer Holaring;  David Ramati,97,Israel,,,,,,,,,Palestinian Extremists,,,,,,,0,,,0,1,1,0,,,,,,,,,,9,Melee,23,Knife or Other Sharp Object,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,A knife and a vehicle were used in the attack.,0,0,0,3,1,1,0,,,,,0,,,,,,,,,,,,,,,,,"""Fridayï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿"" Jewish Press, November 18, 2017.","""Palestinian teen injures two Israelis in car-ramming attack,"" Xinhua General News Service, November 17, 2017.","""Palestinian shot, injured south of Bethlehem following alleged attack,"" Palestine News Agency, November 17, 2017.",START Primary Collection,0,0,0,0,
181677,2.02E+16,2017,12,24,,0,,75,Germany,8,Western Europe,Berlin,Berlin,52.501532,13.40185,1,0,,"12/24/2017: An assailant drove a vehicle filled with petrol canisters into the front of the Social Democratic Party (SPD) headquarters and set the vehicle on fire in Berlin, Germany. The assailant was injured in the attack. This was one of two incidents targeting political party headquarters carried out by the same assailant on this date. No group claimed responsibility; however, authorities arrested a 58-year old man in connection with the attacks.",1,1,1,0,,,1,1,1,2,Armed Assault,,,,,14,Private Citizens & Property,84,Political Party Member/Rally,Social Democratic Party (SPD),Headquarters,75,Germany,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,1,1,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,"Petrol canisters, lighter fluid, and a blue vehicle were used in the attack.",0,0,0,1,0,1,1,3,Minor (likely < $1 million),-99,A political party headquarters was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Crash into Berlin's SPD attributed to suicide intent,"" Deutsche Welle, December 25, 2017.","""Australia: Driver rams car laden with petrol canisters into German SDP headquarters in Berlin,"" ABC Online, December 25, 2017.","""Car bomb attack fails,"" The Nelson Mail (Nelson), December 26, 2017.",START Primary Collection,-9,-9,0,-9,"201712240021, 201712250030"
182416,2.02E+16,2018,1,19,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Qasr el Yahud,31.836944,35.545887,1,1,,"01/19/2018: An assailant rammed his vehicle into Israeli soldiers at a checkpoint near Qasr el Yahud, West Bank. At least one soldiers was injured in the attack. No group claimed responsibility for the incident; however, authorities arrested the assailant and identified him as a Palestinian extremist.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,8,Unarmed Assault,,,,,4,Military,36,Military Checkpoint,Israel Defense Forces (IDF),Checkpoint,97,Israel,,,,,,,,,,,,,,,,,Palestinian Extremists,,,,,,,0,,,0,1,1,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""SOLDIER INJURED IN WEST BANK CAR RAMMING ATTEMPT NEAR POPULAR BAPTISM SITE,"" Jerusalem Post, January 19, 2018.","""THREE INJURED IN WEST BANK CAR RAMMING ATTEMPT NEAR POPULAR BAPTISM SITE,"" Jerusalem Post, January 19, 2018.","""Soldiers Abduct A Driver Near Allenby Bridge,"" International Middle East Media Center, January 20, 2018.",START Primary Collection,0,0,0,0,
182627,2.02E+16,2018,1,27,,0,,97,Israel,10,Middle East & North Africa,Tel Aviv,Tel Aviv,32.08297,34.811886,1,1,The incident occurred in the near the Hasira Junction.,"01/27/2018: An assailant drove their car into an Israeli Defense Forces solider near the Hasira Junction, Tel Aviv, Israel. The soldier was injured in the attack. No group claimed responsibility for the incident.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,8,Unarmed Assault,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Israel Defense Forces (IDF),Soldier,97,Israel,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,1,0,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""IDF Soldier Injured in Suspected Terror Ramming Attack,"" Jewish Press, January 27, 2018.","""Driver rammed soldier in Herzliya Uzi Baruch ,Today, 9:48 PM,"" Israel National News, January 27, 2018.",,START Primary Collection,-9,-9,0,-9,
183553,2.02E+16,2018,3,4,,0,,97,Israel,10,Middle East & North Africa,Northern,Acre,32.930949,35.083188,1,0,,"03/04/2018: An assailant rammed his vehicle into pedestrians near a market in Acre, Northern, Israel. At least three people, including a border police officer and two soldiers, were injured in the attack before the assailant was shot and injured by police personnel. No group claimed responsibility for the incident; however, sources identified the assailant as an Arab-Israeli extremist.",0,1,1,1,2,Other Crime Type,0,1,0,8,Unarmed Assault,,,,,3,Police,25,Police Security Forces/Officers,Israeli Border Police,Officer,97,Israel,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Israel Defense Forces (IDF),Soldiers,97,Israel,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilian,97,Israel,Arab-Israeli extremists,,,,,,"The specific motive is unknown; however, sources suspected that the attack had ""nationalistic motivations.""",0,,,0,1,1,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,0,0,0,4,0,1,1,3,Minor (likely < $1 million),-99,A traffic light and vehicles were damaged in this attack.,0,,,,,,,,,,,,,,,,"There is doubt that this incident meets terrorism-related criteria. Witnesses stated that the assailant became upset after receiving a parking ticket prior to the attack. Casualty numbers conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.","""WATCH: Three injured in suspected ramming attack in northern Israel,"" Jerusalem Post, March 4, 2018.","""Police: Car-ramming attack in northern Israel injures 3,"" Associated Press International, March 4, 2018.","""4 wounded in Acre ramming attack. Witnesses say driver was angry about a parking ticket,"" The Jerusalem Post, March 5, 2018.",START Primary Collection,-9,-9,0,-9,
183846,2.02E+16,2018,3,16,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Mevo Dotan,32.420491,35.177032,1,0,The incident occurred in the Samaria district.,"03/16/2018: An assailant drove his vehicle into Israel Defense Forces (IDF) soldiers in Mevo Dotan, Samaria, West Bank, West Bank and Gaza Strip. At least two soldiers, Ziv Daos and Nathanel Khalani, were killed and two others were injured in the attack. Ala Rateb Abed al-Latif Kabha, a Palestinian extremist, claimed responsibility for the attack and was apprehended at the scene. Officials stated that he was previously imprisoned for security related offenses.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,8,Unarmed Assault,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Israel Defense Forces (IDF),Soldiers,97,Israel,,,,,,,,,,,,,,,,,Palestinian Extremists,,,,,,"The specific motive is unknown; however, sources noted that the attack occurred 100 days after United States President Donald Trump recognized Jerusalem as the capital of Israel.",0,,,0,1,1,1,8,Personal claim,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,2,0,0,3,0,1,0,,,,,0,,,,,,,,,,,,,,,,The victims included soldiers Ziv Daos and Nathanel Khalani.,"""IDF spokesperson names the soldiers killed in Friday ramming attack,"" Jerusalem Post, March 17, 2018.","""2 Israeli Soldiers Killed in Palestinian Car-Ramming Attack in West Bank,"" Algemeiner.com, March 16, 2018.","""Two Israelis killed, two wounded in suspected West Bank car-ramming attack,"" Haaretz, March 16, 2018.",START Primary Collection,0,0,0,0,
184152,2.02E+16,2018,3,29,,0,,69,France,8,Western Europe,Auvergne-Rhone-Alpes,Varces-Allieres-et-Risset,45.09058,5.682676,1,0,,"03/29/2018: An assailant attempted to ram his vehicle into a group of off-duty soldiers jogging in Varces-Allieres-et-Risset, Auvergne-Rhone-Alpes, France. There were no reported casualties as the soldiers successfully avoided the vehicle. No group claimed responsibility for the attack.",1,1,1,0,,,0,0,0,8,Unarmed Assault,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",French Army,7th Mountain Battalion Soldiers,69,France,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,2,1,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""France soldiers attacked: Driver tries to ram troops,"" BBC, March 29, 2018.","""Varces-Alliï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½res-et-Risset - Driver t"" AFP (North European Service), March 29, 2018.","""Driver tries to ram soldiers with vehicle in south-east France,"" The Local France, March 29, 2018.",START Primary Collection,-9,-9,0,-9,
185355,2.02E+16,2018,5,11,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Shavei Shomron,32.263507,35.184428,1,1,,"05/11/2018: An assailant rammed his vehicle into an Israeli soldier in Shavei Shomron, West Bank. The soldier was injured in the attack. No group claimed responsibility for the incident.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,8,Unarmed Assault,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Israel Defense Forces (IDF),Soldier,97,Israel,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Israeli soldier wounded in car-ramming attack in West Bank,"" Haaretz, May 11, 2018.","""Soldier injured in suspected terror attack,"" Palestiniannews.net, May 12, 2018.","""Israeli Soldier Injured in Car Ramming Attack in West Bank - IDF,"" Sputnik News Service, May 11, 2018.",START Primary Collection,-9,-9,0,-9,
185381,2.02E+16,2018,5,11,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Unknown,31.475868,35.090241,4,0,The incident occurred south of Hebron,"05/11/2018: An assailant attempted to run over soldiers south of Hebron, West Bank. There were no reported casualties in the attack. No group claimed responsibility; however, a Palestinian extremist was arrested in connection with the incident.",1,1,0,1,1,Insurgency/Guerilla Action,0,0,0,8,Unarmed Assault,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Israel Defense Forces (IDF),Soldiers,97,Israel,,,,,,,,,,,,,,,,,Palestinian Extremists,,,,,,,0,,,0,1,1,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Army Injures Four Palestinians Near Ramallah,"" International Middle East Media Center, May 12, 2018.",,,START Primary Collection,0,0,0,0,
186002,2.02E+16,2018,6,2,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Hebron,31.530243,35.094162,1,0,The incident occurred in the Old City area of the city.,"06/02/2018: An assailant attempted to ram a Bobcat tractor into Israel Defense Forces (IDF) personnel near the Tomb of the Patriarchs in Old City, Hebron, West Bank, West Bank and Gaza Strip. The assailant was killed after IDF personnel responded to the attack. No group claimed responsibility for the incident; however, sources identified the assailant as Rami Svarana, a Palestinian extremist.",1,1,0,1,1,Insurgency/Guerilla Action,0,0,0,8,Unarmed Assault,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Israel Defense Forces (IDF),Soldiers,97,Israel,,,,,,,,,,,,,,,,,Palestinian Extremists,,,,,,,0,,,0,1,0,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,A Bobcat tractor was used in the attack.,1,0,1,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Attempted car ramming attack near Hebron, suspect shot dead,"" Jerusalem Post, June 2, 2018.","""Palestinian tries to hit Israeli soldiers with car, shot dead: Army,"" The Gulf Today, June 2, 2018.","""Palestinian tries to hit Israeli soldiers with tractor, shot dead: army,"" France24, June 2, 2018.",START Primary Collection,0,0,0,0,
186702,2.02E+16,2018,6,26,,0,,142,Netherlands,8,Western Europe,North Holland,Amsterdam,52.392494,4.833506,1,0,,"06/26/2018: An assailant rammed a vehicle into the building of De Telegraaf newspaper in Amsterdam, Netherlands. There were no reported casualties in the attack. No group claimed responsibility for the incident.",0,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,De Telegraaf,Headquarters Building,142,Netherlands,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,The front of a newspaper building was damaged during the event.,0,,,,,,,,,,,,,,,,There is doubt that this incident meets terrorism-related criteria. Source suspected that the attack may have been carried out by an organized crime group.,"""Terrorism Digest: 25-26 June 2018,"" BBC Monitoring, June 26, 2018.","""OSCE Representative condemns arson attack on offices of De Telegraaf newspaper in Netherlands, urges complete and thorough investigation,"" Premium Official News, June 26, 2018.","""UPDATE - EU Commission Condemns Van Attack on Dutch Daily De Telegraaf's Head Office,"" Sputnik News Service, June 26, 2018.",START Primary Collection,-9,-9,0,-9,
188059,2.02E+16,2018,8,14,,0,,603,United Kingdom,8,Western Europe,England,London,51.504385,-0.140041,1,0,The incident occurred at Westminster Palace in the city.,"08/14/2018: An assailant drove his vehicle into cyclists and pedestrians before crashing into barriers at the House of Parliament at Westminster Palace in London, England, United Kingdom. At least three people were injured in the assault. No group claimed responsibility; however, authorities arrested Salih Khater, a Sudanese immigrant, at the scene.",1,1,1,0,,,0,1,0,8,Unarmed Assault,,,,,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,216,Great Britain,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,1,1,1,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,A silver Ford Fiesta was used in the attack.,0,0,0,3,0,0,1,3,Minor (likely < $1 million),-99,A security barrier was damaged in this attack.,0,,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""London - Police probe 'terrorist' car attack outside UK parliament,"" AFP (North European Service), August 14, 2018.","""Sudanese immigrant suspected of UK Parliament car crash,"" Trend News Agency - Central Asia (English), August 15, 2018.","""Thailand: Birmingham man behind UK parliament car 'attack',"" Bangkok Post Online, August 15, 2018.",START Primary Collection,-9,-9,1,1,
188240,2.02E+16,2018,8,22,,0,,142,Netherlands,8,Western Europe,Gelderland,Bemmel,51.888964,5.894747,1,0,,"08/22/2018: An assailant drove a vehicle with two gas canisters into the Lingewaard Town Hall in Bemmel, Gelderland, Netherlands. The vehicle exploded upon impact, killing the assailant and setting fire to the building. No group claimed responsibility for the attack.",1,1,1,0,,,0,1,1,2,Armed Assault,,,,,2,Government (General),21,Government Building/Facility/Office,Government of Lingewaard,Town Hall,142,Netherlands,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources noted that the assailant carried out the attack as an ""act against the system.""",0,,,1,1,0,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,A car containing two gas canisters was used in the attack.,1,0,1,0,0,0,1,4,Unknown,-99,A town hall was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Man dies in gas bottle attack on town hall in Gelderland,"" DutchNews, August 22, 2018.","""EXPLOSION as car packed with gas canisters PLOUGHS into town hall in Netherlands,"" Express Online, August 22, 2018.",,START Primary Collection,-9,-9,0,-9,
188335,2.02E+16,2018,8,27,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Nablus,32.222272,35.253507,1,0,The incident occurred near Joseph's Tomb.,"08/27/2018: Assailants attempted to ram a vehicle into Israel Defense Forces (IDF) personnel near Joseph's Tomb in Nablus, West Bank. Soldiers opened fire, injuring two assailants. No group claimed responsibility for the incident; however, sources attributed the attack to Palestinian extremists.",1,1,1,0,,,0,0,0,8,Unarmed Assault,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Israel Defense Forces (IDF),Soldiers,97,Israel,14,Private Citizens & Property,80,Memorial/Cemetery/Monument,Joseph's Tomb,Tomb,97,Israel,,,,,,,,,Palestinian Extremists,,,,,,,0,,,0,-99,0,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,0,0,0,2,0,2,0,,,,,0,,,,,,,,,,,,,,,,,"""IDF Shoots at Car Aiming to Ram Troops at Josephï¿½ï¿½ï¿½ï¿½"" Algemeiner.com, August 28, 2018.","""Violent disturbances at Joseph's Tomb,"" Arutz Sheva, August 28, 2018.","""IDF fires on car speeding toward Jewish worshipers at West Bank shrine,"" The Times of Israel, August 27, 2018.",START Primary Collection,0,0,0,0,
190695,2.02E+16,2018,11,26,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Al-Aroub,31.621018,35.138526,1,0,,"11/26/2018: An assailant rammed a vehicle into Israel Defense Forces (IDF) personnel in Al-Aroub, West Bank. The assailant was killed and four people, including three IDF soldiers and the assailant's wife, were injured in the attack. No group claimed responsibility for the incident; however, sources identified the assailant as Ramzi Abu Yabes, a Palestinian extremist.",1,1,0,1,4,Lack of Intentionality,0,1,0,8,Unarmed Assault,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Israel Defense Forces (IDF),Soldiers,97,Israel,,,,,,,,,,,,,,,,,Palestinian Extremists,,,,,,,0,,,0,2,0,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,1,0,1,4,0,1,0,,,,,0,,,,,,,,,,,,,,,,There is doubt that this incident meets terrorism-related criteria. Sources suspected that the vehicle-ramming may have been accidental.,"""Palestinian Shot, Killed after Driving Car into 3 Israeli Soldiers,"" Latin American Herald Tribune, November 27, 2018.","""3 Israeli soldiers injured in alleged car-ramming attack in West Bank,"" JTA, November 26, 2018.",,START Primary Collection,0,0,0,0,
191036,2.02E+16,2018,12,11,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Idhna,31.558394,34.979834,1,0,,"12/11/2018: An assailant attempted to ram his vehicle into Israeli Civil Administration patrol in Idhna, West Bank. One border police officer was injured in the attack. The assailant was shot and killed. No group claimed responsibility for the incident; however, sources attributed the attack to a Palestinian extremist, identified as Omar Awwad.",1,1,1,0,,,0,1,0,8,Unarmed Assault,,,,,2,Government (General),18,"Government Personnel (excluding police, military)",Israeli Civil Administration,Patrol,97,Israel,,,,,,,,,,,,,,,,,Palestinian Extremists,,,,,,,0,,,0,1,0,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,1,0,1,1,0,0,-9,,,,,0,,,,,,,,,,,,,,,,,"""Security forces reportedly foil ramming attack in southern West Bank,"" Jerusalem Post, December 11, 2018.","""2 Terror Ramming Attacks Foiled by Israeli Forces,"" Jewish Press, December 11, 2018.","""Palestinian shot dead by Israeli forces in West Bank,"" Latest Nigerian News.com, December 12, 2018.",START Primary Collection,0,0,0,0,
191037,2.02E+16,2018,12,11,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Unknown,32.32653,35.550944,4,0,The incident occurred in the Jordan Valley.,"12/11/2018: An assailant attempted to ram his vehicle into Israel Defense Forces (IDF) in Jordan Valley, West Bank. The assailant was wounded in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to a Palestinian extremist.",1,1,0,1,1,Insurgency/Guerilla Action,0,0,0,8,Unarmed Assault,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Israel Defense Forces (IDF),Forces,97,Israel,,,,,,,,,,,,,,,,,Palestinian Extremists,,,,,,,0,,,0,1,1,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,0,0,0,1,0,1,-9,,,,,0,,,,,,,,,,,,,,,,,"""2 Terror Ramming Attacks Foiled by Israeli Forces,"" Jewish Press, December 11, 2018.",,,START Primary Collection,0,0,0,0,
191322,2.02E+16,2018,12,26,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Har Bracha,32.193165,35.264864,1,1,,"12/26/2018: An assailant attempted to drive into civilians and soldiers at a bus stop near Har Bracha, West Bank. The assailant was shot and injured by security forces, and there were no additional casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to a Palestinian extremist.",1,1,1,0,,,0,0,0,8,Unarmed Assault,,,,,19,Transportation,101,Bus Station/Stop,Unknown,Stop,155,West Bank and Gaza Strip,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Israel Defense Forces (IDF),Soldiers,97,Israel,,,,,,,,,Palestinian Extremists,,,,,,,0,,,0,1,1,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,0,0,0,1,0,1,-9,,,,,0,,,,,,,,,,,,,,,,,"""Failed Ramming Attack in the Shomron,"" Jewish Press, December 26, 2018.","""Israeli forces shoot Palestinian in alleged car attack,"" Anadolu Agency (AA), December 26, 2018.","""Israeli forces foil Palestinian car-ramming attack in West Bank, driver injured,"" Xinhua General News Service, December 26, 2018.",START Primary Collection,0,0,0,0,
